Rank,Length,Released,BPM,Key,Genre,Label,Date,Track_ID
28,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-05-30,13366870.0
29,5:38,2020-03-31,125,A maj,Tech House,Catch & Release/Astralwerks,2020-05-30,13362738.0
30,6:43,2020-04-17,125,C min,Tech House,SOLOTOKO,2020-05-30,13319301.0
31,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-05-30,13301110.0
32,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-05-30,13233333.0
33,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-05-30,13530785.0
34,4:33,2020-05-08,86,A min,Drum & Bass,Cult.ure,2020-05-30,13568703.0
35,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-05-30,13230811.0
36,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-30,13478933.0
37,6:49,2020-05-11,130,D min,Techno (Peak Time / Driving / Hard),MUTE,2020-05-30,13579640.0
38,5:22,2020-05-22,126,F♯ min,Dance,Toolroom,2020-05-30,13552482.0
39,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-05-30,13381544.0
40,5:39,2020-04-27,123,G maj,House,Idol Records,2020-05-30,13385932.0
41,5:55,2020-05-08,175,A♯ maj,Drum & Bass,Dread Recordings,2020-05-30,13269352.0
42,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-30,13167905.0
43,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-05-30,13296484.0
44,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-05-30,13230219.0
45,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-05-30,12792193.0
46,7:30,2020-05-15,126,F♯ maj,Melodic House & Techno,Kompakt Extra,2020-05-30,13492244.0
47,5:35,2020-03-30,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-05-30,13305157.0
48,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-05-30,13153393.0
49,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-05-30,13419822.0
50,7:23,2020-05-22,126,G maj,Tech House,Hot Creations,2020-05-30,13543076.0
51,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-05-30,13314906.0
52,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-05-30,12806184.0
53,7:59,2020-05-22,126,C min,Melodic House & Techno,Mouseville,2020-05-30,13611189.0
54,5:44,2020-05-08,138,C min,Trance,Armada Music,2020-05-30,13535844.0
55,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-05-30,13286413.0
56,3:59,2020-05-15,87,A♯ maj,Drum & Bass,Critical Music,2020-05-30,13503311.0
57,5:52,2020-03-25,129,G♯ min,Electronica / Downtempo,Ninja Tune,2020-05-30,13351751.0
58,6:40,2020-05-08,128,F min,Techno (Peak Time / Driving / Hard),Rekids,2020-05-30,13457530.0
59,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-05-30,12311681.0
60,5:01,2020-05-15,125,A♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-05-30,13431846.0
61,7:51,2020-05-11,120,A♯ min,Melodic House & Techno,K7 Records,2020-05-30,13493450.0
62,6:34,2020-04-10,127,A min,Deep House,Resonance Records,2020-05-30,13303675.0
63,5:53,2020-05-22,122,C maj,Melodic House & Techno,Anjunadeep,2020-05-30,13562613.0
64,7:32,2020-05-22,123,C min,Deep House,Crosstown Rebels,2020-05-30,13544101.0
65,4:59,2020-05-22,87,D♯ min,Drum & Bass,Virgin EMI,2020-05-30,13660830.0
66,3:35,2020-05-15,116,D♯ maj,Drum & Bass,Hospital Records,2020-05-30,13553334.0
67,6:57,2020-02-07,130,E maj,Techno (Peak Time / Driving / Hard),Heldeep Records,2020-05-30,13006253.0
68,2:57,2020-05-22,88,F♯ maj,Drum & Bass,Cult.ure,2020-05-30,13630418.0
69,7:25,2020-03-20,126,A♯ maj,House,Defected,2020-05-30,13261930.0
70,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-05-30,13192473.0
71,6:20,2020-05-22,127,A♯ min,Tech House,Sola,2020-05-30,13417750.0
72,6:54,2020-05-15,125,A min,Deep House,Rebellion,2020-05-30,13480285.0
73,6:38,2020-05-01,124,A min,Nu Disco / Disco,Enormous Tunes,2020-05-30,13404066.0
74,5:30,2020-05-15,125,A♯ min,Tech House,DIRTYBIRD,2020-05-30,13573560.0
75,4:27,2020-05-15,124,D min,Bass House,Box Of Cats,2020-05-30,13399681.0
76,6:13,2019-10-18,125,E min,Tech House,Ultra,2020-05-30,12635556.0
77,5:15,2020-05-08,87,A min,Drum & Bass,DNB Allstars Records,2020-05-30,13504927.0
78,4:36,2020-02-21,120,A maj,Nu Disco / Disco,Prison Entertainment,2020-05-30,13201928.0
79,8:00,2019-05-17,124,D min,Melodic House & Techno,Embassy One,2020-05-30,11649874.0
80,5:53,2020-05-15,125,F maj,House,Mother Recordings,2020-05-30,13400340.0
81,4:44,2020-05-08,123,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-05-30,13480233.0
82,5:50,2020-05-22,124,A min,Tech House,La Luna Records,2020-05-30,13445222.0
83,6:55,2020-05-22,126,B min,Tech House,DFTD,2020-05-30,13578750.0
84,5:49,2020-04-24,127,A min,Tech House,Sola,2020-05-30,13390698.0
85,5:57,2020-05-15,125,D min,House,Downtown Underground,2020-05-30,13521294.0
86,4:56,2019-11-22,125,A min,Tech House,Club Sweat,2020-05-30,12747484.0
87,4:23,2020-05-15,126,B min,Bass House,7Wallace,2020-05-30,13551064.0
88,8:59,2020-02-24,122,D min,Progressive House,Lost & Found,2020-05-30,13074964.0
89,6:57,2020-05-11,130,A maj,Techno (Peak Time / Driving / Hard),Autektone Records,2020-05-30,13461568.0
90,4:44,2020-05-08,126,G maj,Bass House,SPINNIN' RECORDS,2020-05-30,13530778.0
91,7:55,2020-05-04,122,D min,Melodic House & Techno,Anjunadeep,2020-05-30,13471969.0
92,7:35,2020-05-04,127,D maj,Minimal / Deep Tech,Moan,2020-05-30,13433152.0
93,6:15,2020-04-24,124,B min,Tech House,Toolroom,2020-05-30,13397504.0
94,6:47,2020-03-13,123,A min,Afro House,Stil Vor Talent,2020-05-30,13265264.0
95,6:37,2020-05-25,132,C♯ min,Techno (Peak Time / Driving / Hard),Fe Chrome,2020-05-30,13591419.0
96,7:30,2020-05-22,125,C maj,Melodic House & Techno,Bedrock Records,2020-05-30,13554821.0
97,4:13,2020-05-08,88,E min,Drum & Bass,Viper Recordings,2020-05-30,13402239.0
98,5:24,2020-04-10,128,A♯ min,Tech House,Etiquette,2020-05-30,13331811.0
99,5:52,2020-04-03,128,G♯ maj,Tech House,Columbia (Sony),2020-05-30,13369945.0
100,6:00,2020-03-20,125,F maj,House,Cube Recordings,2020-05-30,13225422.0
1,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-06-01,13576310.0
2,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-06-01,13458364.0
3,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-06-01,13358612.0
4,5:44,2020-05-15,123,A min,House,Defected,2020-06-01,13535391.0
5,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-06-01,13304611.0
6,5:10,2020-05-15,124,C min,Dance,Ultra,2020-06-01,13544804.0
7,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-06-01,13527555.0
8,5:26,2020-02-21,124,D min,House,HouseU,2020-06-01,13098550.0
9,6:36,2020-05-08,126,D min,House,Toolroom,2020-06-01,13455896.0
10,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-06-01,13276032.0
11,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-06-01,13611188.0
12,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-06-01,13395227.0
13,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-06-01,13300094.0
14,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-06-01,13534688.0
15,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-06-01,13270039.0
16,7:17,2020-03-13,124,C♯ maj,House,Different,2020-06-01,13224643.0
17,7:16,2020-05-29,120,D min,Melodic House & Techno,Siamese,2020-06-01,13614894.0
18,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-06-01,13448171.0
19,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-06-01,13622356.0
20,8:03,2020-05-08,124,A min,House,Rekids,2020-06-01,13457531.0
21,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-06-01,13289612.0
22,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-06-01,13475456.0
23,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-01,13544294.0
24,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-06-01,13502984.0
25,5:08,2020-05-29,125,D min,House,Defected,2020-06-01,13591932.0
26,4:56,2020-05-29,86,C maj,Drum & Bass,Valve Recordings,2020-06-01,13431133.0
27,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-06-01,13497085.0
28,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-06-01,13139783.0
29,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-01,13478933.0
30,6:43,2020-04-17,125,C min,Tech House,SOLOTOKO,2020-06-01,13319301.0
31,5:04,2020-05-22,87,B min,Drum & Bass,RUN,2020-06-01,13627389.0
32,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-06-01,13574641.0
33,5:38,2020-03-31,125,A maj,Tech House,Catch & Release/Astralwerks,2020-06-01,13362738.0
34,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-06-01,13366870.0
35,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-06-01,13301110.0
36,7:23,2020-05-22,126,G maj,Tech House,Hot Creations,2020-06-01,13543076.0
37,6:49,2020-05-11,130,D min,Techno (Peak Time / Driving / Hard),MUTE,2020-06-01,13579640.0
38,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-06-01,13233333.0
39,4:33,2020-05-08,86,A min,Drum & Bass,Cult.ure,2020-06-01,13568703.0
40,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-06-01,13381544.0
41,7:59,2020-05-22,126,C min,Melodic House & Techno,Mouseville,2020-06-01,13611189.0
42,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-06-01,13230811.0
43,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-06-01,12792193.0
44,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-06-01,13530785.0
45,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-06-01,13153393.0
46,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-06-01,13286413.0
47,5:39,2020-04-27,123,G maj,House,Idol Records,2020-06-01,13385932.0
48,5:51,2020-05-29,126,A min,Tech House,Black Book Records,2020-06-01,13574783.0
49,5:55,2020-05-08,175,A♯ maj,Drum & Bass,Dread Recordings,2020-06-01,13269352.0
50,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-06-01,13314906.0
51,5:01,2020-05-15,125,A♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-06-01,13431846.0
52,5:22,2020-05-22,126,F♯ min,Dance,Toolroom,2020-06-01,13552482.0
53,4:59,2020-05-22,87,D♯ min,Drum & Bass,Virgin EMI,2020-06-01,13660830.0
54,6:37,2020-05-25,132,C♯ min,Techno (Peak Time / Driving / Hard),Fe Chrome,2020-06-01,13591419.0
55,7:32,2020-05-22,123,C min,Deep House,Crosstown Rebels,2020-06-01,13544101.0
56,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-01,13167905.0
57,6:20,2020-05-22,127,A♯ min,Tech House,Sola,2020-06-01,13417750.0
58,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-06-01,13296484.0
59,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-06-01,12806184.0
60,7:30,2020-05-15,126,F♯ maj,Melodic House & Techno,Kompakt Extra,2020-06-01,13492244.0
61,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-06-01,13230219.0
62,7:32,2020-05-26,124,C min,Deep House,Anjunadeep,2020-06-01,13572739.0
63,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-01,13419822.0
64,8:08,2020-05-29,122,A♯ min,Melodic House & Techno,Keinemusik,2020-06-01,13602015.0
65,5:35,2020-03-30,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-01,13305157.0
66,8:14,2020-05-25,130,A♯ min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-01,13578636.0
67,5:53,2020-05-22,122,C maj,Melodic House & Techno,Anjunadeep,2020-06-01,13562613.0
68,5:44,2020-05-08,138,C min,Trance,Armada Music,2020-06-01,13535844.0
69,5:50,2020-05-22,124,A min,Tech House,La Luna Records,2020-06-01,13445222.0
70,6:40,2020-05-08,128,F min,Techno (Peak Time / Driving / Hard),Rekids,2020-06-01,13457530.0
71,2:57,2020-05-22,88,F♯ maj,Drum & Bass,Cult.ure,2020-06-01,13630418.0
72,6:34,2020-04-10,127,A min,Deep House,Resonance Records,2020-06-01,13303675.0
73,3:59,2020-05-15,87,A♯ maj,Drum & Bass,Critical Music,2020-06-01,13503311.0
74,7:51,2020-05-11,120,A♯ min,Melodic House & Techno,K7 Records,2020-06-01,13493450.0
75,6:38,2020-05-01,124,A min,Nu Disco / Disco,Enormous Tunes,2020-06-01,13404066.0
76,3:35,2020-05-15,116,D♯ maj,Drum & Bass,Hospital Records,2020-06-01,13553334.0
77,5:52,2020-03-25,129,G♯ min,Electronica / Downtempo,Ninja Tune,2020-06-01,13351751.0
78,6:57,2020-02-07,130,E maj,Techno (Peak Time / Driving / Hard),Heldeep Records,2020-06-01,13006253.0
79,6:54,2020-05-15,125,A min,Deep House,Rebellion,2020-06-01,13480285.0
80,7:25,2020-03-20,126,A♯ maj,House,Defected,2020-06-01,13261930.0
81,8:00,2019-05-17,124,D min,Melodic House & Techno,Embassy One,2020-06-01,11649874.0
82,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-06-01,12311681.0
83,8:56,2020-05-25,120,C min,Melodic House & Techno,Watergate Records,2020-06-01,13431265.0
84,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-06-01,13192473.0
85,4:30,2020-05-29,87,F min,Drum & Bass,DNB Allstars Records,2020-06-01,13609097.0
86,4:44,2020-05-08,123,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-06-01,13480233.0
87,4:31,2020-05-29,175,C maj,Drum & Bass,Cult.ure,2020-06-01,13678126.0
88,6:13,2019-10-18,125,E min,Tech House,Ultra,2020-06-01,12635556.0
89,9:36,2020-05-25,129,E min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-01,13578637.0
90,7:30,2020-05-22,125,C maj,Melodic House & Techno,Bedrock Records,2020-06-01,13554821.0
91,6:55,2020-05-22,126,B min,Tech House,DFTD,2020-06-01,13578750.0
92,8:59,2020-02-24,122,D min,Progressive House,Lost & Found,2020-06-01,13074964.0
93,4:36,2020-02-21,120,A maj,Nu Disco / Disco,Prison Entertainment,2020-06-01,13201928.0
94,4:56,2019-11-22,125,A min,Tech House,Club Sweat,2020-06-01,12747484.0
95,5:57,2020-05-15,125,D min,House,Downtown Underground,2020-06-01,13521294.0
96,5:53,2020-05-15,125,F maj,House,Mother Recordings,2020-06-01,13400340.0
97,5:30,2020-05-15,125,A♯ min,Tech House,DIRTYBIRD,2020-06-01,13573560.0
98,5:15,2020-05-08,87,A min,Drum & Bass,DNB Allstars Records,2020-06-01,13504927.0
99,7:35,2020-05-04,127,D maj,Minimal / Deep Tech,Moan,2020-06-01,13433152.0
100,4:27,2020-05-15,124,D min,Bass House,Box Of Cats,2020-06-01,13399681.0
1,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-06-03,13576310.0
2,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-06-03,13458364.0
3,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-06-03,13358612.0
4,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-06-03,13304611.0
5,5:44,2020-05-15,123,A min,House,Defected,2020-06-03,13535391.0
6,5:10,2020-05-15,124,C min,Dance,Ultra,2020-06-03,13544804.0
7,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-06-03,13527555.0
8,7:16,2020-05-29,120,D min,Melodic House & Techno,Siamese,2020-06-03,13614894.0
9,6:36,2020-05-08,126,D min,House,Toolroom,2020-06-03,13455896.0
10,5:26,2020-02-21,124,D min,House,HouseU,2020-06-03,13098550.0
11,5:08,2020-05-29,125,D min,House,Defected,2020-06-03,13591932.0
12,4:56,2020-05-29,86,C maj,Drum & Bass,Valve Recordings,2020-06-03,13431133.0
13,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-06-03,13611188.0
14,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-06-03,13276032.0
15,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-06-03,13395227.0
16,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-06-03,13270039.0
17,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-06-03,13534688.0
18,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-06-03,13300094.0
19,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-06-03,13448171.0
20,7:17,2020-03-13,124,C♯ maj,House,Different,2020-06-03,13224643.0
21,5:51,2020-05-29,126,A min,Tech House,Black Book Records,2020-06-03,13574783.0
22,8:03,2020-05-08,124,A min,House,Rekids,2020-06-03,13457531.0
23,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-06-03,13622356.0
24,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-03,13544294.0
25,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-06-03,13289612.0
26,8:08,2020-05-29,122,A♯ min,Melodic House & Techno,Keinemusik,2020-06-03,13602015.0
27,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-06-03,13475456.0
28,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-06-03,13497085.0
29,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-06-03,13502984.0
30,7:23,2020-05-22,126,G maj,Tech House,Hot Creations,2020-06-03,13543076.0
31,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-06-03,13139783.0
32,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-03,13478933.0
33,5:04,2020-05-22,87,B min,Drum & Bass,RUN,2020-06-03,13627389.0
34,5:38,2020-03-31,125,A maj,Tech House,Catch & Release/Astralwerks,2020-06-03,13362738.0
35,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-06-03,13366870.0
36,6:43,2020-04-17,125,C min,Tech House,SOLOTOKO,2020-06-03,13319301.0
37,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-06-03,13301110.0
38,6:49,2020-05-11,130,D min,Techno (Peak Time / Driving / Hard),MUTE,2020-06-03,13579640.0
39,4:31,2020-05-29,175,C maj,Drum & Bass,Cult.ure,2020-06-03,13678126.0
40,4:30,2020-05-29,87,F min,Drum & Bass,DNB Allstars Records,2020-06-03,13609097.0
41,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-06-03,13381544.0
42,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-06-03,13574641.0
43,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-06-03,13233333.0
44,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-06-03,13153393.0
45,6:20,2020-05-22,127,A♯ min,Tech House,Sola,2020-06-03,13417750.0
46,7:59,2020-05-22,126,C min,Melodic House & Techno,Mouseville,2020-06-03,13611189.0
47,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-06-03,12792193.0
48,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-06-03,13530785.0
49,4:59,2020-05-22,87,D♯ min,Drum & Bass,Virgin EMI,2020-06-03,13660830.0
50,5:01,2020-05-15,125,A♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-06-03,13431846.0
51,6:37,2020-05-25,132,C♯ min,Techno (Peak Time / Driving / Hard),Fe Chrome,2020-06-03,13591419.0
52,7:32,2020-05-26,124,C min,Deep House,Anjunadeep,2020-06-03,13572739.0
53,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-06-03,13314906.0
54,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-06-03,13286413.0
55,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-06-03,13230811.0
56,4:33,2020-05-08,86,A min,Drum & Bass,Cult.ure,2020-06-03,13568703.0
57,7:32,2020-05-22,123,C min,Deep House,Crosstown Rebels,2020-06-03,13544101.0
58,5:39,2020-04-27,123,G maj,House,Idol Records,2020-06-03,13385932.0
59,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-06-03,12806184.0
60,5:50,2020-05-22,124,A min,Tech House,La Luna Records,2020-06-03,13445222.0
61,5:22,2020-05-22,126,F♯ min,Dance,Toolroom,2020-06-03,13552482.0
62,6:21,2020-05-29,120,F min,Melodic House & Techno,Anjunadeep,2020-06-03,13627944.0
63,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-06-03,13296484.0
64,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-03,13167905.0
65,5:55,2020-05-08,175,A♯ maj,Drum & Bass,Dread Recordings,2020-06-03,13269352.0
66,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-03,13419822.0
67,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-06-03,13230219.0
68,6:20,2020-05-29,123,E min,Nu Disco / Disco,Different,2020-06-03,13601981.0
69,7:30,2020-05-15,126,F♯ maj,Melodic House & Techno,Kompakt Extra,2020-06-03,13492244.0
70,8:14,2020-05-25,130,A♯ min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-03,13578636.0
71,2:57,2020-05-22,88,F♯ maj,Drum & Bass,Cult.ure,2020-06-03,13630418.0
72,6:40,2020-05-08,128,F min,Techno (Peak Time / Driving / Hard),Rekids,2020-06-03,13457530.0
73,6:38,2020-05-01,124,A min,Nu Disco / Disco,Enormous Tunes,2020-06-03,13404066.0
74,5:53,2020-05-22,122,C maj,Melodic House & Techno,Anjunadeep,2020-06-03,13562613.0
75,3:59,2020-05-15,87,A♯ maj,Drum & Bass,Critical Music,2020-06-03,13503311.0
76,5:44,2020-05-08,138,C min,Trance,Armada Music,2020-06-03,13535844.0
77,5:35,2020-03-30,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-03,13305157.0
78,7:14,2020-05-27,124,F♯ min,Melodic House & Techno,Anjunadeep,2020-06-03,13615095.0
79,6:54,2020-05-15,125,A min,Deep House,Rebellion,2020-06-03,13480285.0
80,6:34,2020-04-10,127,A min,Deep House,Resonance Records,2020-06-03,13303675.0
81,4:44,2020-05-08,123,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-06-03,13480233.0
82,5:52,2020-03-25,129,G♯ min,Electronica / Downtempo,Ninja Tune,2020-06-03,13351751.0
83,7:51,2020-05-11,120,A♯ min,Melodic House & Techno,K7 Records,2020-06-03,13493450.0
84,7:25,2020-03-20,126,A♯ maj,House,Defected,2020-06-03,13261930.0
85,6:13,2019-10-18,125,E min,Tech House,Ultra,2020-06-03,12635556.0
86,6:55,2020-05-22,126,B min,Tech House,DFTD,2020-06-03,13578750.0
87,6:57,2020-02-07,130,E maj,Techno (Peak Time / Driving / Hard),Heldeep Records,2020-06-03,13006253.0
88,8:00,2019-05-17,124,D min,Melodic House & Techno,Embassy One,2020-06-03,11649874.0
89,7:30,2020-05-22,125,C maj,Melodic House & Techno,Bedrock Records,2020-06-03,13554821.0
90,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-06-03,12311681.0
91,3:35,2020-05-15,116,D♯ maj,Drum & Bass,Hospital Records,2020-06-03,13553334.0
92,5:27,2020-05-28,123,A maj,Indie Dance,Whitesquare Series,2020-06-03,13608909.0
93,9:36,2020-05-25,129,E min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-03,13578637.0
94,5:57,2020-05-15,125,D min,House,Downtown Underground,2020-06-03,13521294.0
95,7:35,2020-05-04,127,D maj,Minimal / Deep Tech,Moan,2020-06-03,13433152.0
96,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-06-03,13192473.0
97,4:56,2019-11-22,125,A min,Tech House,Club Sweat,2020-06-03,12747484.0
98,4:23,2020-05-15,126,B min,Bass House,7Wallace,2020-06-03,13551064.0
99,6:57,2020-05-11,130,A maj,Techno (Peak Time / Driving / Hard),Autektone Records,2020-06-03,13461568.0
100,4:36,2020-02-21,120,A maj,Nu Disco / Disco,Prison Entertainment,2020-06-03,13201928.0
1,7:16,2020-05-29,120,D min,Melodic House & Techno,Siamese,2020-06-07,13614894.0
2,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-06-07,13576310.0
3,5:08,2020-05-29,125,D min,House,Defected,2020-06-07,13591932.0
4,8:08,2020-05-29,122,A♯ min,Melodic House & Techno,Keinemusik,2020-06-07,13602015.0
5,4:56,2020-05-29,86,C maj,Drum & Bass,Valve Recordings,2020-06-07,13431133.0
6,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-06-07,13358612.0
7,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-06-07,13458364.0
8,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-06-07,13304611.0
9,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-06-07,13527555.0
10,5:10,2020-05-15,124,C min,Dance,Ultra,2020-06-07,13544804.0
11,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-06-07,13611188.0
12,5:51,2020-05-29,126,A min,Tech House,Black Book Records,2020-06-07,13574783.0
13,5:44,2020-05-15,123,A min,House,Defected,2020-06-07,13535391.0
14,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-06-07,13395227.0
15,4:31,2020-05-29,175,C maj,Drum & Bass,Cult.ure,2020-06-07,13678126.0
16,5:26,2020-02-21,124,D min,House,HouseU,2020-06-07,13098550.0
17,6:04,2020-05-29,129,A♯ min,Tech House,Hot Fuss,2020-06-07,13602183.0
